"id","treatment","submission","measure","text","num_sentences","num_clusters","num_coherent_sentences","num_non_coherent_sentences","num_concepts","duration","local_cohesion","accuracyLocal","accuracyGlobal","cld_question1","cld_question2","cld_question4"
"re24ul09","cmap",2018-05-08 13:15:02,"revision","Osmose begegnet uns täglich im Leben, so zum Beispiel wenn wir Nährstoffe aus unserem Blut aufnehmen oder Bäume über die Wurzeln Wasser und Nährstoffe beziehen. Oft ist uns jedoch nicht bewusst, dass es sich um Osmose handelt. [LINEBREAK]Osmose findet immer dann statt, wenn es zwei verschiedene Medien, also zum Beispiel zwei Flüssigkeiten gibt, die sich in ihrer Menge an Ionen unterscheiden. Ionen sind positiv oder negativ geladene Atome, wie zum Beispiel das Calcium-Ion. [LINEBREAK]Diese zwei Flüssigkeiten sind durch eine Trennwand getrennt, die sogenannte permeable Membran. Diese ist in der Lage nur bestimmte Teilchen ausgehend von ihrer Größe und Beschaffenheit durchzulassen, andere jedoch fest zu halten. [LINEBREAK]Somit könnte zum Beispiel die eine Flüssigkeit mit Calcium angereichert sein, während die andere viel mehr Natrium (ein weiteres Ion neben Calcium) besitzt. Eine semipermeable Membran für Calcium würde nur die Teilchen des Calcium hindurch  lassen und die des Natriums wären nicht in der Lage die Membran zu durchschreiten.  [LINEBREAK]Das Calcium würde sich in diesem Beispiel aus der einen Flüssigkeit auch in die andere Flüssigkeit verteilen, was Diffusion genannt wird. Diffusion entsteht dann, wenn in einem bestimmten Bereich einige Teilchen angehäuft sind und sich dann in den umliegenden Bereich verteilen. Es entsteht also eine Durchmischung ohne dass von außen darauf eingewirkt werden muss. [LINEBREAK]Osmose ist also eine spezielle Diffusion, bei der sich nicht alles miteinander vermischen kann, da die semipermeable Membran das Durchdringen bestimmter Teilchen verhindert. Das Ziel der Diffusion ist also, dass überall das gleiche Verhältnis zwischen den Ionen besteht. [LINEBREAK]Außerdem kann man bei der Osmose verschiedene Zustände beschreiben. So gibt es hypertonische Lösungen, bei welchen die Flüssigkeit, welche einen Raum umgibt, welcher von einer Membran umschlossen ist, mehr Ionen besitzt als das Innere der Membran. Das Gegenteil ist die hypotonische Lösung, bei welcher das Innere mehr Ionen besitzt als die sie umgebende Lösung. [LINEBREAK]Ein Beispiel für eine Hypertonische Lösung ist zum Beispiel das Dressing in einem Salat. Dieses besitzt mehr Salze als das Salatblatt. Die Membran stellt das Äußere des Blattes dar, welche nur Wasser durchlässt. Um nun alles wieder ins Gleichgewicht zu bringen, wird das Wasser aus dem Blatt in das Dressing wandern. Daher erscheinen uns die Blätter im Salat durch das fehlende Wasser nach einiger Zeit welk. [LINEBREAK]Befinden sich Ionengehalt der Lösung und des Membraninnenraums im Gleichgewicht, so spricht man von einer isotonischen Lösung.  [LINEBREAK]Wenn man zum Beispiel eine Infusion bekommt, ist es wichtig, dass diese mit dem gleichen Anteil an Ionen ausgestattet ist, wie unser Blut, damit es keine unerwünschten Nebeneffekte gibt uns es sich um eine isotonische Lösung handelt. [LINEBREAK]",23,2,12,10,46,941.012,0.545454545454545,82,42,7,3,68
"re24ul09","cmap",2018-05-08 13:15:02,"draft","Osmose findet immer dann statt, wenn es zwei verschiedene Medien, also zb. zwei Flüssigkeiten gibt, die sich in ihrer Menge an Ionen unterscheiden. Ionen sind positiv oder negativ geladene Atome, wie zum Beispiel ein Calcium-Ion. [LINEBREAK]Diese zwei Flüssigkeiten sind durch eine Trennwand getrennt, die sogenannte permeable Membran. Diese ist in der Lage nur bestimmte Teilchen ausgehend von ihrer Größe oder Beschaffenheit durchzulassen. [LINEBREAK]Somit könnte zum Beispiel die eine Flüssigkeit mit Calcium angereichert sein, während die andere viel mehr Natrium besitzt. Eine semipermeable Membran für Calcium würde nur die Teilchen des Calcium hindurch diffundieren lassen und die des Natriums wären nicht in der Lage die Membran zu durchschreiten.  [LINEBREAK]Das Calcium würde sich in diesem Beispiel aus der einen Flüssigkeit auch in die andere Flüssigkeit verteilen, was Diffusion genannt wird. Diffusion entsteht dann, wenn in einem bestimmten Bereich einige Teilchen angehäuft sind und sich dann in den umliegenden Bereich verteilen. Es entsteht also eine Durchmischung ohne dass von außen darauf eingewirkt werden muss. [LINEBREAK]Osmose ist also eine spezielle Diffusion, bei der sich nicht alles miteinander vermischen kann, da die semipermeable Membran das Durchdringen bestimmter Teilchen verhindert. [LINEBREAK]Außerdem kann man bei der Osmose verschiedene Zustände beschreiben. So gibt es hypertonische Lösungen, bei welchen die Flüssigkeit, welche einen Raum umgibt, welcher von einer Membran umschlossen ist, mehr Ionen besitzt als das Innere der Membran. Das Gegenteil ist die hypotonische Lösung, bei welcher das Innere mehr Ionen besitzt als die sie umgebende Lösung. [LINEBREAK]Befinden sich Ionengehalt der Lösung und des Membraninnenraums im Gleichgewicht, so spricht man von einer isotonischen Lösung. [LINEBREAK]Osmose findet auch ganz natürlich in der Natur statt, so zum Beispiel in den Wurzeln der Bäume bei Nährstoff- oder Wasseraufnahme. [LINEBREAK]",16,2,7,8,32,914.011,0.466666666666667,38,76,8,4,65
"rg07it89","cmap-integrated",2017-12-13 08:53:04,"draft","Zur Veranschaulichung des Prinzips der Osmose stellen wir uns vor, wir hätten ein U-Rohr, in dessen Mitte sich eine semipermeable Biomembran befindet (-> Eine Trennschicht, die für bestimmte Teilchen, wie Ionen undurchlässig ist). Auf der einen Seite der Membran befindet sich eine Kochsalzlösung, die im Vergleich zur Kochsalzlösung auf der anderen Seite der Membran hyperton ist, das heißt, in ihr liegen relativ zur anderen Lösung mehr gelöste Ionen vor als in der anderen.  [LINEBREAK]Somit liegt ein Konzentrationsunterschied vor, der nun versucht wird auszugleichen. Dies geschieht dadurch, dass Wasser von der Seite mit weniger gelösten Teilchen durch die Membran durchdiffundiert, also hindurch tritt, da die Membran für Wasser durchlässig ist. Somit liegen zwar genauso viele gelöste Teilchen wie vorher vor, jedoch haben wir nun ein größeres Volumen. Relativ gesehen also sinkt die Konzentration. Das Wasser strömt also solange durch die Membran, bis sich ein Gleichgewicht einstellt zwischen den beiden Lösungen. Auf der Seite mit mehr gelösten Teilchen wird man also ein größeres Volumen vorfinden, als auf der Seite mit weniger gelösten Teilchen.  [LINEBREAK]",8,3,2,5,18,608.063,0.285714285714286,63,55,4,4,41
"rg07it89","cmap-integrated",2017-12-13 09:19:31,"transfer","Was ist Evolution? [LINEBREAK]Die Evolution ist ein sehr komplexes Thema und ist schwierig in ein paar Sätzen verständlich und korrekt runter zu brechen. Die Evolution ist die Entwicklung allen Lebens und hat uns dahin geführt, wo wir heute sind und wird uns auch weiterhin begleiten. Evolution bedeutet Veränderung und Anpassung. Anhand von Fossilien und anderen Überbleibseln aus vergangenen Zeitaltern erhalten wir Einblick, wie sich das Leben auf der Erde verändert hat in Hinsicht auf die gegebenen Umstände. Der Mensch selbst ist ein sehr gutes Beispiel. Wir sahen nicht immer aus wie wir heute aussehen, und besaßen nicht schon immer die Fähigkeiten, die wir heute besitzen. Es war eine Entwicklung. Das Erwerben von Fähigkeiten und das Aussortieren durch natürliche Selektion haben uns vorangebracht und uns Vorteile geschaffen. Die Fähigkeit, sich an veränderte Bedingungen anzupassen ist einer der wichtigsten Punkte der Evolution. Ein Paradebeispiel sind die Finken, die Darwin damals auf einer Insel untersucht hat. Demnach waren sie alle verwandt, wiesen jedoch ganz charakteristische Unterschiede auf zum Beispiel in ihrer Färbung, Schnabelform und Größe. Für die Finken gab es ein begrenztes Nahrungsangebot, also war man entweder der stärkere und verschaffte sich seinen Vorteil bei der Nahrungssuche oder erschloss sich neue Möglichkeiten, Futter zu bekommen. Finken mit härteren Schnäbeln beispielsweise gingen dazu über harte Samen zu knacken, welche andere mit weicheren Schnäbeln nicht aufbekamen. Finken mit schmalen langen Schnäbeln zogen Würmer und Käfer aus Bäumen und Löchern, welche Finken mit kurzen krummen Schnäbeln nicht zu Fassen bekamen. Dadurch hatten sie eine Nische entdeckt und mussten nicht verhungern. Stellt sich nun also ein Merkmal als erfolgreich raus, hat dieses Individuum die Möglichkeit es weiterzugeben in die nächste Generation. [LINEBREAK]",17,4,7,9,45,894.764,0.4375,61,34,4,3,30
"rg07it89","cmap-integrated",2017-12-13 08:53:04,"revision","[LINEBREAK]Zur Veranschaulichung des Prinzips der Osmose stellen wir uns vor, wir hätten ein U-Rohr, in dessen Mitte sich eine semipermeable Biomembran befindet (-> Eine Trennschicht, die für bestimmte Teilchen, wie Ionen, hier unser Salz, undurchlässig ist). Auf der einen Seite der Membran befindet sich eine Kochsalzlösung (Normales Salz gelöst in Wasser), die im Vergleich zur Kochsalzlösung auf der anderen Seite der Membran hyperton ist, das heißt, in ihr liegen relativ zur anderen Lösung mehr gelöste Ionen vor als in der anderen. Diese Ungleichheit beschreibt man als Konzentrationsunterschied, der nun versucht wird auszugleichen. Dies geschieht dadurch, dass Wasser von der Seite mit weniger gelösten Teilchen durch die Membran durchdiffundiert, also hindurch tritt, da die Membran für Wasser durchlässig ist. Somit liegen zwar genauso viele gelöste Teilchen wie vorher vor, jedoch haben wir nun ein größeres Volumen.  Relativ gesehen also sinkt die Konzentration, da die Teilchen nun mehr Platz haben, um sich zu verteilen. Das Wasser strömt also solange durch die Membran, bis sich ein Gleichgewicht einstellt zwischen den beiden Lösungen. Wenn die Teilchen auf beiden Seiten der Membran ungefähr gleich weit voneinander entfernt sind.  Auf der Seite mit mehr gelösten Teilchen wird man also ein größeres Volumen vorfinden, als auf der Seite mit weniger gelösten Teilchen. Um sich dies besser verstehen zu können, stellen sie sich vor sie haben zwei Gruppen Menschen. In der einen Gruppe befinden sich 5  Personen, in der anderen 15. Jede Person möchte einen Freiraum von 2 Metern um sich haben. Natürlich brauchen die 15 Personen mehr Platz um sich entsprechend zu verteilen als die 5 Personen. Der Platz, den die Personen benötigen entspricht unserem Wasser, die Personen sind unsere gelösten Teilchen. Dieses Beispiel dient nur dem Verständnis, warum sich das Volumen auf der Seite mit mehr gelösten Teilchen vergrößert.  [LINEBREAK]",14,2,10,3,27,641.66,0.769230769230769,70,69,1,4,70
"ro16sa88","cmap",2018-04-05 13:37:55,"transfer","Evolution [LINEBREAK]Seit es das erste Leben gibt, verändert sich dessen Code ständig. Verändert wird es durch verschiedene Faktoren, die aus der Umwelt stammen. Diese Faktoren können das Klima sein, das Nahrungsangebot, Fressfeinde oder Umweltkatastrophen. Aber auch durch natürliche, zufällige Veränderungen der Erbinformation durch Mutation kann sich die genetische Zusammensetzung eines Individuums ändern. Diesen ständigen Wandel durch äußere, sowie innerliche Einflüsse beschreibt man als Evolution. [LINEBREAK]Wie findet dieser Wandel statt? Es gibt einen Schmetterling, der sich gerne auf Birken setzt, diese sind weiß, so wie der Schmetterling. Der Schmetterling war dadurch vor Fressfeinden geschützt, weil er nicht von ihnen gefunden wurde. Durch die Industrialisierung gelangten aber viele Rückstände aus der Industrie in die Luft, die die Birken schwarz färbten. Die weißen Schmetterlinge waren nun auf dem schwarzen Untergrund gut für die Fressfeinde zu erkennen und die Anzahl der weißen Schmetterlinge in  ihrer Population sank. Durch zufällige Veränderungen im Erbgut gab es jedoch auch dunklere bis schwarze Schmetterlinge, deren Anzahl ständig auf auf einer kleinen Zahl gehalten wurde, da sie von den Fressfeinden vorher schneller erkannt wurden. Diese waren aber jetzt im Vorteil, sie wurden nicht von den Fressfeinden erkannt und ihre Anzahl stieg in der Population. [LINEBREAK]Diesen Vorgang nennt man natürliche Selektion, er ist wesentlicher Bestandteil der Evulotion und treibt sie voran.  [LINEBREAK] [LINEBREAK]",13,4,5,7,33,928.525,0.416666666666667,85,67,7,4,68
"ro16sa88","cmap",2018-04-05 13:17:32,"draft","Osmose [LINEBREAK]Die Osmose ist eine wichtige Eigenschaft in der Natur und besonders im menschlichen Körper. Sie ist lebensnotwendig für uns und findet zu jeder Zeit in unserem Körper statt. In jeder Zelle wird durch die sogenannte Osmose der Zelldruck aufrechterhalten. Würde dies nicht geschehen, hätten wir starke Schmerzen, unsere Zellen könnten platzen und es würde uns schlussendlich umbringen.  [LINEBREAK]Osmose ist also wichtig für uns. Stellen wir uns eine Zelle vor, die mit einer 0,9%igen (NaCl-)Lösung gefüllt ist bez. einen osmotischen Druck von 295 hat. Diese Zelle ist isotonisch, also besitzt die gleiche (=iso) Konzentration, wie die umliegende Lösung. Wenn man nun eine hypertonische Lösung, die also eine höhere Konzentration aufweist, als die Lösung in der Zelle, zu der Zelle gibt, so strebt die Zelle einen Konzentrationsausgleich an. Da durch die semipermeable Membran nur Wasser gelangen kann, verliert die Zelle Wasser und gibt es nach draußen ab (Diffusion) hin zum Konzentrationsgefälle. So pendeln sich die beiden Lösungen immer wieder auf die zuvor genannten Werte ein. Wenn nun einer hypotone Lösung zu der Zelle hinzugegeben wird, dann herrscht in der Zelle eine höhere Konzentration, als außerhalb der Zelle, die Zelle nimmt also Wasser in sich auf. [LINEBREAK]Dieser Vorgang des ständigen Konzentrationsausgleichs, der permanent in unseren Körperzellen und auch in den Pflanzenzellen der Natur stattfindet nennt man Osmose. [LINEBREAK]Ein Beispiel: Warum tritt Wasser aus, wenn ich auf eine Gurke oder auf meine Aubergine Salz streue? --> Durch die erhöhte Salzkonzentration auf der Gurke geben die Zellen der Gurke oder der Aubergine Wasser ab, sodass der Zustand isoton wird. [LINEBREAK]Ein weiteres Beispiel aus der Medizin sind Kontaktlinsenflüssigkeit, Augentropfen, Nasenspülungen, aber vorallem auch Injektionen und Infusionen. Wird der osm. Druck dort nicht eingehalten, tränen unsere Augen, in unserer Nase spüren wir einen unangenehmen Druck und in unserem körper platzen die Zellen und führen zum Tod. [LINEBREAK]",18,2,6,11,35,904.172,0.352941176470588,58,79,3,8,62
"ro16sa88","cmap",2018-04-05 13:17:32,"revision","Osmose [LINEBREAK]Die Osmose ist ein wichtiger biologischer Mechanismus in der Natur und besonders im menschlichen Körper. Sie ist lebensnotwendig und findet zu jeder Zeit in unserem Körper statt. In jeder Körperzelle wird durch die sogenannte Osmose der Zelldruck aufrechterhalten. Würde dies nicht geschehen, hätten wir starke Schmerzen, unsere Zellen könnten platzen und es würde uns schlussendlich umbringen.  [LINEBREAK]Osmose ist also wichtig für uns. Stellen wir uns eine Zelle in einer Lösung vor, die mit einer 0,9%igen (Natriumchlorid-)Lösung gefüllt ist bzw. einen osmotischen Druck von 295 mOsm/kg hat. Diese Zelle ist isotonisch, besitzt also die gleiche (=iso) Konzentration an , wie die umliegende Lösung. Wenn man nun eine hypertonische Lösung, die also eine höhere Konzentration aufweist, als die Lösung in der Zelle, zu der Zelle gibt, so strebt die Zelle einen Konzentrationsausgleich an. Dieser wird durch den Austausch von Wasser durch eine semipermeable Membran durchgeführt. In diesem Fall verliert die Zelle Wasser und gibt es nach draußen ab (Diffusion), hin zum Konzentrationsgefälle.  Wenn nun einer hypotone Lösung zu der Zelle hinzugegeben wird, dann herrscht in der Zelle eine höhere Konzentration, als außerhalb der Zelle, die Zelle nimmt also Wasser in sich auf. So pendeln sich die beiden Lösungen immer wieder auf die zuvor genannten Werte ein. [LINEBREAK]Dieser Vorgang des ständigen Konzentrationsausgleichs, der permanent in unseren Körperzellen und auch in den Pflanzenzellen der Natur stattfindet nennt man Osmose. [LINEBREAK]Die Osmose können wir zum Beispiel in einer Pflanzenzelle beobachten. Wenn eine Gurke mit Salz (Natriumchlorid) bestreut wird, so tritt Wasser aus. Durch die erhöhte Salzkonzentration auf der Gurke wird den Zellen der Gurke Wasser entzogen und tritt als Tropfen aus, der beschriebene Zustand ist nun isoton. [LINEBREAK]Ein weiteres Beispiel aus der Medizin sind Kontaktlinsenflüssigkeit, Augentropfen, Nasenspülungen, aber vor allem auch Injektionen und Infusionen. Wird die Konzentration zwischen Zellen und Umgebung (osmotischer Druck) dort nicht eingehalten, tränen unsere Augen, in unserer Nase spüren wir einen unangenehmen Druck und in unserem Körper können im schlimmsten Fall Zellen platzen, was tödliche Folgen für uns hätte. [LINEBREAK]",18,2,8,9,39,931.682,0.470588235294118,89,82,4,4,70
"sa09ur31","cmap-integrated",2018-01-17 17:21:22,"revision","Bei der Osmose handelt es sich um einen Prozess in einer Pflanzenzelle. Bei diesem Prozess passt sich die Pflanzenzelle an das äußeres Milieu, dass heißt an den Salzgehalt der Flüssigkeit, in welcher sie sich befindet, an. Besitzt die Flüssigkeit einen höheren Salzgehalt als die Pflanzenzelle selbst, so scheidet die Pflanzenzelle Wasser aus und schrumpft. Besitzt die Flüssigkeit einen geringeren Salzgehalt als die Pflanzenzelle, so nimmt die Pflanzenzelle Wasser auf und wird prall. Ein Beispiel für Osmose kann man an dieser Alltagssituation ablesen: Ein Salatblatt, welches sich in einer salzigen Salatsoße befindet, wird sehr schnell welk. Die Salatsoße hat einen höheren Salzgehalt als die Pflanzenzellen des Salatblattes. Daher kommt es zur Ausscheidung von Wasser der Pflanzenzellen in dem Salatblatt. Durch das Ausscheiden von Wasser werden die Pflanzenzellen kleiner und das Salatblatt schrumpft und wird welk.  [LINEBREAK]",8,1,6,1,14,991.419,0.857142857142857,80,61,7,5,85
"sa09ur31","cmap-integrated",2018-01-17 17:42:01,"transfer","Evolution beschreibt die Entstehungsgeschichte eines Lebewesens. Der Begriff umfasst sowohl die Weiterentwicklung eines Organismus in eine höhere Lebensform, als auch die Weiterentwicklung einzelner Merkmale innerhalb von einem Organismus. Das bekannteste Beispiel für Evolution ist die Evolution des Menschen. Der Mensch stammt von einem affenähnlichen Vorfahren ab und hat sich im Zuge verschiedener Anpassungen an seine Umwelt über sehr lange Zeiträume hinweh so stark verändert, dass er heute nur noch wenig Ähnlichkeit mit seinem affenähnlichen Vorfahr hat. Der Mensch stammt nicht wie lange geglaubt vom Affen ab, sondern hat einen gemeinsamen Vorfahren mit den Affen.  [LINEBREAK]",5,2,2,2,17,907.609,0.5,58,20,7,3,19
"sa09ur31","cmap-integrated",2018-01-17 17:21:22,"draft","Bei der Osmose handelt es sich um einen Prozess in einer pflanzlichen Zelle. Bei diesem Prozess passt sich die Pflanzenzelle an ihr äußeres Milieu, dass heißt an den Salzgehalt der Flüssigkeit, in welcher sie sich befindet, an. Besitzt die Flüssigkeit einen höheren Salzgehalt als die Pflanzenzelle selbst, so scheidet die Pflanzenzelle Wasser aus. Besitzt die Flüssigkeit einen geringeren Salzgehalt als die Pflanzenzelle, so nimmt die Pflanzenzelle Wasser auf. Dieses Phänomen kann man sehr anschaulich an folgendem Beispiel ablesen: Ein Salatblatt, welches sich in einer salzigen Salatsoße befindet, wird sehr schnell welk. Die Salatsoße hat einen höheren Salzgehalt als die pflanzlichen Zellen des Salatblattes. Daher kommt es zur Ausscheidung von Wasser der Pflanzenzellen in dem Salatblatt. Dadurch werden die Pflanzenzellen kleiner und das Salatblatt schrumpft und wird welk.  [LINEBREAK]",8,1,5,2,14,905.917,0.714285714285714,70,40,7,5,70
"sc12he59","integrated",2018-02-06 11:39:33,"draft","Osmose ist ein Phänomen, das sich mit Bewegungen von Teilchen in einer wässriger Lösung beschäftigt. Am besten vorstellbar ist es, wenn man ein Gefäß betrachtet, das in zwei Kammern unterteilt ist. In beiden befinden sich das wässrige Lösungsmittel und eine bestimmte Anzahl an größeren Teilchen, zum Beispiel Natirumionen. Dabei sind aber in der einen Kammer mehr Natriumionen als in der anderen. Die beiden Kammern sind durch eine semipermeable Membran getrennt, das bedeutet, dass diese Membran nur kleine Teilchen durchlässt, in diesem Fall die Teilchen des Lösungsmittels, während große Teilchen, also die Natriumionen, nicht durchpassen. Ohne die Membran würden sich die Teilchen gleichmäßig auf beiden Kammern verteilen, damit überall das gleiche Verhältnis zwischen Natriumionen und Lösungsmittel herrscht, also die Konzentration der Ionen in der Lösung gleich ist. Da sich die Natriumionen aber nicht durch die Membran bewegen können, bewegen sich die Teilchen des Lösungsmittels auf die Seite der vielen Natriumionen. Dadurch entsteht in beiden Kammern erneut das gleiche Verhältnis aus Natriumionen und Lösungsmittel, die Konzentration ist also wieder gleich. In der Kammer, in der weniger Natriumionen sind, nimmt aber das Gesamtvolumen ab, da sich das Lösungsmittel auf die andere Seite bewegt hat. Diese Bewegung des Lösungsmittels wird als Osmose bezeichnet. Osmose findet man zum Beispiel im Körper in den Zellen, wo die Zellmembran die semipermeable Membran darstellt. [LINEBREAK]",11,1,7,3,22,896.397,0.7,66,95,8,6,96
"sc12he59","integrated",2018-02-06 11:59:10,"transfer","Evolution ist ein Begriff, der sich mit der Entwicklung von Lebewesen über Millionen von Jahren beschäftigt. Es geht darum, dass sich alle Lebewesen aus gemeinsamen Vorfahren entwickelt haben. Alle Organismen haben sich über die Zeit verändert und weiterentwickelt, sodass wir heute eine Vielzahl an verschiedenen Lebewesen haben. Die Veränderungen der Lebewesen kann man durch verschiedene Phänomene beschreiben. [LINEBREAK]Ein Phänomen ist dabei die natürliche Selektion. Selektion bedeutet ""Aussortieren"" und im Sinne der Evolution beschreibt es das Aussortieren der Lebewesen, die am schlechtesten an die Umwelt angepasst sind. Anpassung heißt hierbei zum Beispiel, dass sie genau die Nahrung essen, die sich in ihrem Lebensraum befindet, oder dass sie Methoden haben, um sich vor Fressfeinden zu schützen. Ein Lebewesen, das besonders viele von diesen Anpassungen hat, wird wahrscheinlich eher überleben als eines, das weniger von diesen Anpassungen hat. Hierbei kann man auch das Prinzip des ""survival of the fittest"" anwenden. Das bedeutet, dass immer das Lebewesen einer Gruppe gleicher Organismen, das am besten an den Lebensraum angepasst ist, überlebt. Zum Beispiel überlebt ein Schneehase am Nordpol eher als ein brauner Hase, der letzterer von Feinden schneller gesehen wird. [LINEBREAK]Wie entstehen nun solche Anpassungen? Der wichtigste Mechanismus dabei sind Mutationen. Mutationen sind spontane entstehende Veränderungen in der genetischen Information. Die genetische Information bestimmt bei jedem Lebewesen wie es aussieht und wie es sich verhält. Gibt es nun eine Mutation, kann sich das Aussehen verändern, zum Beispiel hat ein Vogel keine grünen Federn mehr, sondern braune. Das kann nun einen Vorteil bringen, da er jetzt von seinen Feinden nicht mehr so schnell wahrgenommen wird . [LINEBREAK]",17,3,8,8,35,900.312,0.5,78,40,8,4,83
"sc12he59","integrated",2018-02-06 11:39:33,"revision","Osmose ist ein Phänomen, das sich mit Bewegungen von molekularen Teilchen in einer wässrigen Lösung beschäftigt. Am besten vorstellbar ist es, wenn man sich einen Versuch mit einem durchsichtigen Gefäß vorstellt. Das Gefäß ist in zwei Kammern unterteilt. In beiden befinden sich die wässrige Lösung und eine bestimmte Anzahl an größeren Teilchen, zum Beispiel Natriumionen. Die beiden Kammern sind durch eine semipermeable Membran getrennt. Semipermeabel bedeutet, dass diese Membran nur kleine Teilchen durchlässt, in diesem Fall die Teilchen des Lösungsmittels, während große Teilchen, also die Natriumionen, nicht durchpassen. Für den Versuch ist es außerdem wichtig, dass sich in der einen Kammer mehr Natriumionen befinden als in der anderen, während in beiden gleich viel der wässrigen Lösung ist. Nun soll beobachtet werden, wie sich die molekularen Teilchen verhalten. [LINEBREAK]Ohne die Membran würden sich die Natriumteilchen gleichmäßig auf beiden Kammern verteilen, damit überall das gleiche Verhältnis zwischen Natriumionen und Lösungsmittel herrscht, also die Konzentration der Ionen in der Lösung gleich ist. Da sich die Natriumionen aber nicht durch die Membran bewegen können, bewegen sich die Teilchen des Lösungsmittels auf die Seite der vielen Natriumionen. Dadurch entsteht in beiden Kammern erneut das gleiche Verhältnis aus Natriumionen und Lösungsmittel, die Konzentration ist also wieder gleich. In der Kammer, in der weniger Natriumionen sind, nimmt aber das Volumen des Lösungsmittels stark ab, da sich diese Lösungsmittelteilchen auf die andere Seite bewegt haben. Diese Bewegung des Lösungsmittels hin zu einer größeren Anzahl an großen Teilchen durch eine semipermeable Membran wird als Osmose bezeichnet. Osmose findet man zum Beispiel im menschlichen Körper zwischen den Zellen und ihrer Außenwelt. Die Zellen sind hier von einer Zellmembran umgeben, die so funktioniert wie die semipermeable Membran im obigen Versuch.  [LINEBREAK]",15,1,9,5,26,939.431,0.642857142857143,88,90,8,7,89
"sc20li28","cmap",2018-06-13 16:03:03,"transfer","Die Evolution ist ein sehr interessantes Thema, der Biologie, aber auch der Geschichte. Charts Darwin hat 16Xy eine Evolutionstheorie dazu aufgestellt, in der es heißt, dass das Individuum überlebt, welches dominant ist und das Individuum welches rezessiv ist, wird selektiv untergehen. Resistent bzw dominant ist die Eigenschaft Immun gegen eine Sache zu sein bzw eine höheres Durchsetzungsvermögen besitzt. Die Theorie hat er an Erbsen getestet. Rezessiv ist die Eigenschaft, das man unterlegen und damit schwächer ist. Als erst hat er dafür gesorgt, das die Erbsen reinerbig waren. Reinerbig bedeutet, das eine die DNA aus keinen Kreuzungen besteht. Danach hat er zwei Individuen einer Art (xx und YY), mit jeweils nur einem anderem Merkmal, miteinender gekreuzt. Dabei sind in der ersten Generation (ersten Nachkommen) visuell nicht unterscheidbare Erbsen entstanden. Im Gen hat man jedoch eine Kreuzung aus Yx gefunden. ... [LINEBREAK]",10,4,0,9,21,829.071,0,90,24,6,2,72
"sc20li28","cmap",2018-06-13 15:36:36,"revision","Die Osmose ist ein wichtiger Begriff in zahlreichen naturwissenschaftlichen Gebieten. Es findet Anwendung in der Physik, in der Biologie, in der Medizin und noch viele weitere. Was passiert bei der Osmose genau ?Bei der Osmose, kommt es zum Ausgleichen von Konzentrationen. Dieser Konzentrationsunterschied kann durch mehrer Faktoren verursacht werden.  Ein Faktor könnte sein, das ein Transporter nicht mehr richtig funktioniert und es deshalb zum Anstauen der Ionen auf einer Seite der Membran (Wand von Zellen, die dabei helfen, separate Reaktionsräume zu schaffen) kommt. Transporter sind kleine Kanäle, die Moleküle oder größere Ionen dabei helfen, durch eine Membran zu wandern. Trifft eine Funktionstüchtigkeit ein, so entsteht in der Zelle ein Druck, genauer der ""osmotische Druck"". Dieser Druck muss aufgelöst werden, da es sonst sein kann, dass die Zelle zum Platzen kommt. Das Platzen führe zur Zellwandreisung und dadurch entstehen sogenannte intermediäre Räume. Diese Räume können bei Pflanzen dazugenutzt werden, Luft zu transportieren.Die Osmose, sorgt also dafür, dass die Konzentration innerhalb eines Gradienten (in eine bestimmte Richtung) ausgeliehen wird. Das Ausgleichen der Konzentration kann durch Gegenionen erfolgen, die für die Neutralisation der Umgebung sorgen.Unter der Neutralisation kann man visuell, das Ausgleichen einer Waage verstehen. Steht die Waage im Gleichgewicht, so ist eine Neutralisation erreicht.  [LINEBREAK]",15,4,9,5,32,799.65,0.642857142857143,88,24,7,4,73
"sc20li28","cmap",2018-06-13 15:36:36,"draft","Die Osmose ist ein wichtiger Begriff in zahlreichen naturwissenschaftlichen Gebieten. Es findet Anwendung in der Physik, in der Biologie, in der Medizin und noch viele weitere. Was passiert bei der Osmose genau ?Bei der Osmose, kommt es zum Ausgleichen von Konzentrationen. Dieser Konzentrationsunterschied kann durch mehrer Faktoren verursacht werden.  Es ist möglich, das zum Beispiel ein Transporter nicht mehr richtig funktioniert und es deshalb zum Anstauen der Ionen auf einer Seite der Membran kommt. Trifft das ein, so entsteht in der Zelle ein Druck, genauer der ""osmotische Druck"". Dieser Druck muss aufgelöst werden, da es sonst sein kann, dass die Zelle zum Platzen kommt. Dies führe zur Zellwandreisung und damit entstehen intermediäre Räume. Diese Räume können bei Pflanzen dazugenutzt werden, Luft zu transportieren.Die Osmose, sorgt also dafür, dass die Konzentration innerhalb eines Gradienten (in eine bestimmte Richtung) ausgeliehen wird. Das kann durch Gegenionen erfolgen, die für die Neutralisation der Umgebung sorgen. [LINEBREAK]",12,5,3,8,28,834.095,0.272727272727273,43,60,6,2,70
